Feature ID	C01	C02	C03	C04	C05	C06	C07	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	P01	P02	P03	P04	P05	P06	P07	P08	P09	P10	U01	U02	U03	U04	U05	U06	U07	V01	V02
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.138	1	0	4	0	0	1	0	0	0	15	3	1	0	1	0	0	0	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Peptostreptococcus;s_Peptostreptococcus	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.242	0	6	0	0	0	0	0	1	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacteriales;f_Enterobacteriaceae;g_Kluyvera;s_Kluyvera.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Hydrogenoanaerobacterium;s_Hydrogenoanaerobacterium.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_Anaerovorax;s_Anaerovorax.6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.139	0	0	0	0	0	0	0	1	2	0	3	4	0	0	0	0	0	0	22	4	0	1	0	13	3	0	2	0	0	0	0	0	0	0	11	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Parvibacter;s_Parvibacter	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_unassigned;s_unassigned Clostridiales_Incertae Sedis XIII.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_unassigned;s_unassigned Coriobacteriaceae.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XI;g_Murdochiella;s_Murdochiella	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.244	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	15	8	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Olsenella;s_Olsenella.2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridium XI;s_Clostridium XI.4	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptoniphilaceae;g_Peptoniphilus;s_Peptoniphilus.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XI;g_Parvimonas;s_Parvimonas	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Hydrogenoanaerobacterium;s_Hydrogenoanaerobacterium.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Aestuariispira;s_Aestuariispira.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XI;g_Gallicola;s_Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.6	2	15	10	0	0	0	0	0	0	1	11	0	0	0	4	8	0	2	0	6	6	5	18	4	14	0	0	37	1	0	5	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter.31	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	3	0	1	0	0	2	0	0	0	4	0	0	3	0	0	2	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Acetanaerobacterium;s_Acetanaerobacterium.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Senegalimassilia;s_Senegalimassilia.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Acetanaerobacterium;s_Acetanaerobacterium.6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridium XI;s_Clostridium XI.5	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Enterorhabdus;s_Enterorhabdus.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.7	6	4	2	0	0	0	0	0	1	1	12	0	0	0	0	6	0	1	0	4	2	1	7	4	16	0	0	15	1	0	8	0	1	0	0	0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter.32	5	0	7	0	0	13	0	203	0	45	63	34	25	122	0	110	0	234	0	5	30	0	17	1	129	0	0	153	50	0	54	0	0	59	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptoniphilaceae;g_Anaerosphaera;s_Anaerosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptoniphilaceae;g_Peptoniphilus;s_Peptoniphilus.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_Mogibacterium;s_Mogibacterium.4	0	0	0	0	0	2	0	0	6	0	51	4	13	1	8	0	6	38	0	2	0	1	3	3	0	0	7	0	0	0	0	12	0	0	5	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_unassigned;s_unassigned Peptostreptococcaceae.1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.8	8	1	3	0	0	0	0	1	0	2	6	0	0	0	0	3	0	1	0	5	4	0	5	0	5	0	1	11	0	0	6	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Parvibacter;s_Parvibacter.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Enterorhabdus;s_Enterorhabdus.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XI;g_Anaerococcus;s_Anaerococcus	0	3	1	15	0	34	0	1	4	3	75	0	3	1	2	7	63	10	0	2	0	3	0	4	4	2	16	4	0	0	0	3	10	19	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_unassigned;f_unassigned;g_unassigned;s_unassigned Clostridia.2	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	2	0	1	0	4	4	4	4	1	0	0	0	0	0	0	0	0	1	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptoniphilaceae;g_Peptoniphilus;s_Peptoniphilus.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.221	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	6	0	3	7	1	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Hydrogenoanaerobacterium;s_Hydrogenoanaerobacterium.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Clostridium XVIII;s_Clostridium XVIII.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Gordonibacter;s_Gordonibacter.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerofilum;s_Anaerofilum.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Senegalimassilia;s_Senegalimassilia.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptoniphilaceae;g_Peptoniphilus;s_Peptoniphilus.7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Sutterella;s_Sutterella.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.222	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XI;g_Anaerococcus;s_Anaerococcus.1	0	0	0	17	0	0	0	5	1	0	1	0	1	18	0	13	48	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridium XI;s_Clostridium XI.6	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XI;g_Tissierella;s_Tissierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_unassigned;s_unassigned Peptostreptococcaceae.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridium XI;s_Clostridium XI.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_unassigned;s_unassigned Coriobacteriaceae.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_unassigned;s_unassigned Oxalobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Intestinibacter;s_Intestinibacter.4	0	0	0	0	0	0	6	1	0	0	0	2	8	0	0	0	0	1	2	0	32	0	33	0	4	0	5	15	3	0	57	0	5	0	0	0
k_Bacteria;p_unassigned;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Bacteria.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridium XI;s_Clostridium XI.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_unassigned;s_unassigned Clostridiales_Incertae Sedis XIII.5	0	0	0	0	0	0	0	0	16	4	17	2	0	0	0	12	0	6	0	15	0	3	6	16	12	2	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridium XI;s_Clostridium XI.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Gordonibacter;s_Gordonibacter.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacteriales;f_Enterobacteriaceae;g_Escherichia/Shigella;s_Escherichia/Shigella.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia.119	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiracea_incertae_sedis;s_Lachnospiracea_incertae_sedis.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Parvibacter;s_Parvibacter.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia.120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
